Country,2011,2012,2013,2014,2015,Definition,Interpretation,Link
Qatar,,,,,,,,
State of Palestine*,54.94,45.28,,,,,,
Syrian Arab Republic,,,,,,,,
Turkey,248.11,279.11,,,,,,
United Arab Emirates*,,167.37,26.38,71.99,67.83,,,
Belarus*,775.72,594.02,488.1,426.59,,,,
Bulgaria,643.39,608.76,624,572.76,535.89,,,
Czechia,"1,179.74","1,131.96","1,190.79",983.7,"1,319.26",,,
Hungary,"1,298.94","1,308.44","1,252.21","1,081.33",,,,
Poland,596.58,597.65,518.04,433.43,357.83,,,
Republic of Moldova,369.32,350.79,377.49,410.8,,,,
Romania*,235.3,284.44,290.78,836.55,555.77,,,
Russian Federation,725.2,692.48,643.5,633.69,709.94,,,
Slovakia,415.88,384.77,382.12,342.4,443.97,,,
Ukraine,,,,,,,,
Denmark,"4,377.22","4,255.81","4,072.51","3,796.05","3,430.45",,,
Estonia,"1,519.12","1,406.91","1,247.30","1,195.71",865.03,,,
Finland,"1,862.57","1,764.85","1,864.37","1,864.46","1,770.96",,,
Iceland,"1,309.22","1,282.29","1,260.63","1,121.23","1,223.95",,,
Ireland,"1,431.01","1,455.78","1,527.83","1,495.86","1,481.55",,,
Latvia*,,"1,047.62","1,025.07","1,034.41",983.86,,,
Lithuania,889.05,778.32,771.17,738.69,699.03,,,
Norway,"2,542.16","2,660.07","2,491.77","2,193.66",,,,
Sweden,"4,021.81","3,976.48","3,979.93","3,971.80","3,815.46",,,
United Kingdom (England and Wales),"2,637.80","2,406.54","2,329.57","2,208.58",,,,
United Kingdom (Northern Ireland),"1,349.27","1,306.40","1,375.51","1,347.79",,,,
United Kingdom (Scotland),"2,055.81","1,779.42","1,799.91","1,675.48",,,,
Albania,160.12,185.51,182.26,275.5,248.11,,,
Andorra,"1,291.21","1,269.61","1,318.81","1,285.96","1,484.26",,,
Bosnia and Herzegovina*,175.79,174.35,169.4,155.36,127.91,,,
Croatia*,370.26,402.33,328.95,282.97,319.48,,,
Greece,"1,157.96","1,071.84",935.3,851.55,915.58,,,
Holy See,-,-,-,-,-,,,
Italy*,"1,740.79","1,785.59","1,840.11","1,876.20","1,748.18",,,
Kosovo under UNSCR 1244,933.1,881.6,912.43,834.15,,,,
Malta,"2,057.60","2,090.97","2,032.17","1,962.54","2,066.78",,,
Montenegro,108.03,137.37,118.31,142.65,132.15,,,
Portugal,931.9,972.62,907.31,875.2,834.96,,,
Serbia*,194.25,199.27,354.46,300.65,255.37,,,
Slovenia,"1,489.88","1,643.58","1,692.25","1,457.02","1,102.67",,,
Spain*,332.11,354.43,351.87,335.61,446.1,,,
The former Yugoslav Republic of Macedonia,245.17,273.67,266.82,240.07,,,,
Austria,"1,776.14","1,785.41","1,803.14","1,729.66","1,630.94",,,
Belgium,"2,202.59","2,147.39","2,009.38","1,856.73","1,651.32",,,
France*,"1,839.45","1,846.84","1,920.00","1,958.27","1,906.93",,,
Germany*,"1,586.66","1,575.06","1,595.92","1,623.98","1,657.23",,,
Liechtenstein,503.6,535.46,629.05,573.94,514.24,,,
Luxembourg,"1,687.56","1,735.84","1,896.55","1,843.24",,,,
Monaco,,,,,,,,
Netherlands*,"4,012.50","3,894.19","3,835.56","3,481.20","3,214.78",,,
Switzerland*,"2,391.17","2,501.01","2,270.70","1,974.92","1,759.63",,,
Australia*,"2,223.79","2,236.23","2,120.89","2,054.72","2,122.49",,,
New Zealand,"2,604.57","2,291.97","2,280.13",,,,,
Solomon Islands,,,,,,,,
