Country,2011,2012,2013,2014,2015,Definition,Interpretation,Link
Uruguay,443.14,453.79,490.56,543.26,566.01,,,
Kazakhstan,109.44,120.44,110.13,82.42,69.2,,,
Kyrgyzstan,43.83,36.72,28.13,,,,,
Tajikistan,3.71,,,,,,,
Turkmenistan,,,,,,,,
"China, Hong Kong Special Administrative Region",10.38,8.67,6.98,,,,,
"China, Macao Special Administrative Region*",36.22,32.09,26.41,20.76,19.23,,,
Japan,2.91,2.9,2.62,2.41,,,,
Mongolia,19.43,19.66,21.68,23.57,18.15,,,
Republic of Korea,8.09,5.21,3.97,3.17,,,,
Brunei Darussalam,,,,,,,,
Indonesia,4.58,4.98,4.79,4.62,4.57,,,
Malaysia,,,,,,,,
Myanmar,0.02,0.02,0.02,0.18,0.25,,,
Philippines*,32.84,28.11,50.47,44.11,,,,
Singapore,7.59,5.47,4.7,4.18,2.19,,,
Thailand*,1.9,2.26,2.47,2.11,2.21,,,
Bangladesh,,,,,,,,
Bhutan,5.6,4.44,5.43,,,,,
India,1.98,2.51,2.85,,,,,
Maldives,212.04,281.89,207.63,,,,,
Nepal,,,,,,,,
Sri Lanka,30.72,32.08,23.11,,,,,
Armenia,11.59,10.41,,,,,,
Azerbaijan,3.32,2.69,2.39,2.5,,,,
Bahrain,,,,,,,,
Cyprus,12.27,15.32,13.05,9.01,7.98,,,
Georgia,,,,11.67,,,,
Israel,36.31,,,,,,,
Jordan,,,,,,,,
Kuwait,,,,,,,,
Lebanon*,0.5,1.1,0.55,0.36,39.82,,,
Oman,,,,,,,,
Qatar,,,,,,,,
Saudi Arabia,,,,,0.32,,,
State of Palestine*,54.94,46.44,84.51,,,,,
Syrian Arab Republic,,,,,,,,
Turkey,13.14,13.77,,,,,,
United Arab Emirates,,0.5,7.95,7.87,9.02,,,
Yemen,,,,,,,,
Belarus,38.38,27.98,29.17,25.89,,,,
Bulgaria,42.28,40.46,41.05,32.3,27.22,,,
Czechia,36.84,32.39,28.93,24.16,19.18,,,
Hungary,32.07,30.49,23.15,19.76,,,,
Poland,45.94,43.21,32.08,24.45,21.08,,,
Republic of Moldova,3.73,4.1,3.58,3.07,,,,
Romania*,11.19,16.01,14.82,32.66,17.21,,,
Russian Federation,89.22,76.81,64.22,54.19,50.7,,,
Slovakia,15.73,17.99,15.43,12.54,9.93,,,
Ukraine,,,,,,,,
Denmark,58.12,53.62,56.9,41.12,35.88,,,
Estonia,39.53,34.52,36.06,27.35,25.68,,,
Finland,30.06,29.79,27.95,30.82,28.16,,,
Iceland,13.08,15.46,15.06,15.58,16.09,,,
Ireland,63,60.35,60.07,56.62,54.92,,,
Latvia,50.74,46.29,45.58,40.67,39.53,,,
Lithuania,81.48,63.75,62.96,57.87,55.24,,,
Norway*,32.76,29.57,32.79,20.65,,,,
Sweden,102.71,96.54,86.87,86.2,86.52,,,
United Kingdom (England and Wales),132.97,115.18,101.54,87.52,,,,
United Kingdom (Northern Ireland),69.94,57.03,52.96,49.23,,,,
United Kingdom (Scotland),42.34,34.48,28.14,27.99,,,,
Albania,9.29,11.32,12.87,10.28,8.08,,,
Andorra,6.07,7.56,17.13,9.62,11.35,,,
Bosnia and Herzegovina,25.44,26.38,28.85,26.85,,,,
Croatia,32.12,37.04,35.65,29.79,30.92,,,
Greece,59.5,53.94,44.5,34.54,39.4,,,
Holy See,-,-,-,-,-,,,
Italy,97.53,104.86,106.69,97.59,58.64,,,
Kosovo under UNSCR 1244,34.24,28.52,29.69,22.93,,,,
Malta*,52.89,61.84,49.67,45.48,57.8,,,
Montenegro*,23.12,18.75,25.77,30.07,24.93,,,
Portugal,192.94,176.07,158.61,149.91,149.49,,,
Serbia,39.32,42.2,42.92,36.34,34.23,,,
Slovenia,19.57,18.95,18.26,14.38,11.22,,,
Spain,187.8,207.15,185.2,153.17,140.02,,,
The former Yugoslav Republic of Macedonia,24.83,22.66,22.58,14.69,,,,
Austria,48.27,48.39,44.03,40.87,39.98,,,
Belgium*,248.44,231.13,205.14,195.12,195.6,,,
France*,191.19,194.79,195.25,177.93,162.92,,,
Germany,59.71,60.53,58.63,56.39,55.36,,,
Liechtenstein,2.74,13.59,2.7,2.68,7.99,,,
Luxembourg,76.54,98.97,106.81,110.5,,,,
Monaco,,,,,,,,
Netherlands*,92.21,88.15,78.05,61.18,56.81,,,
Switzerland*,66.06,75.74,66.81,48.8,39.51,,,
Australia*,60.55,57.44,50.33,41.88,37.41,,,
New Zealand,53.13,47.03,45.51,44.85,,,,
Solomon Islands,,,,,,,,
