Country,2011,2012,2013,2014,2015,Definition,Interpretation,Link
Kazakhstan,5.1,3.29,2.37,2.4,1.77,,,
Kyrgyzstan,,,,,0.46,,,
Turkmenistan,,,,,,,,
China,5.55,5.27,4.59,3.85,,,,
"China, Hong Kong Special Administrative Region",105.66,97.86,99.86,,,,,
"China, Macao Special Administrative Region*",4.48,11.14,5.52,1.09,1.08,,,
Japan,0.11,0.08,0.12,0.14,,,,
Mongolia,9.1,7.11,3.22,7.48,1.65,,,
Republic of Korea,4.62,6.23,5.57,4.67,,,,
Brunei Darussalam,,,,,,,,
Indonesia,,5.19,6.01,4.4,3.27,,,
Philippines*,1.28,1.13,1.16,0.95,0.96,,,
Singapore,,,,,,,,
Thailand,,,,41.22,42.54,,,
Bangladesh,,,,,,,,
Bhutan,,15.81,14.41,,,,,
Maldives,,,,,,,,
Armenia,4.53,3.4,2.91,2.24,1.53,,,
Azerbaijan,1.13,1.06,2.75,3.46,,,,
Bahrain,,,,,,,,
Cyprus,6.55,10.73,15.42,9.67,10.17,,,
Georgia,19.95,14.15,8.79,9.88,,,,
Iraq (Central Iraq),0.77,1.36,0.86,,,,,
Israel,15.85,18.04,16.28,15.15,,,,
Lebanon,6.53,7.12,5.4,,8.43,,,
State of Palestine,23.28,29.56,,,,,,
Turkey,9.97,8.46,8.27,8.13,9.88,,,
United Arab Emirates,,19.87,11.87,13.17,,,,
Yemen,,,,,,,,
Belarus,7.53,4.43,4.47,5.01,,,,
Bulgaria,7.32,6.2,6.49,5.26,3.84,,,
Czechia*,11.14,9.39,6.19,5.85,5.31,,,
Hungary,29.23,29.06,27.33,24.46,,,,
Poland,61.09,58.79,51.08,43.5,35.8,,,
Republic of Moldova,11.69,10.39,9.36,7.49,,,,
Romania,11.76,11.73,13.68,8.53,8.61,,,
Russian Federation,17,14.8,12.58,11.87,11.06,,,
Slovakia,12.97,13.64,9.97,9.43,9.04,,,
Ukraine,10.99,,,,,,,
Denmark,0.74,0.58,1.01,0.76,0.51,,,
Estonia*,11.9,14.87,13.7,13.7,9.88,,,
Finland,6.55,8.06,7.62,9.39,8.27,,,
Iceland,2.47,1.24,2.49,,,,,
Ireland,2.99,1.99,0.69,1.02,5.06,,,
Latvia,18.99,15.77,13.47,11.25,12.4,,,
Lithuania,22.77,20.37,16.74,16.23,16.74,,,
Norway*,0.89,1.42,0.71,,,,,
Sweden,0.36,0.63,0.52,0.46,0.71,,,
United Kingdom (England and Wales)*,13.27,10.62,7.1,6.05,,,,
United Kingdom (Northern Ireland)*,0.93,-,-,-,,,,
United Kingdom (Scotland),74.85,66.44,54.67,51.4,,,,
Albania*,15.82,13.11,14.85,12.37,12.96,,,
Andorra*,12.57,-,-,-,,,,
Bosnia and Herzegovina,4.33,,5.82,4.27,3.26,,,
Croatia,6.79,8.45,10.44,8.92,6.58,,,
Greece,29.82,30.72,23.36,18.69,12.8,,,
Italy,14.2,13.98,13.16,11.32,12.62,,,
Kosovo under UNSCR 1244,7.23,9.26,6.93,6.97,,,,
Malta,33.96,39.57,16.43,18.1,19.81,,,
Montenegro,6.07,6.13,1.38,3.48,3.52,,,
Portugal,33.43,32.8,30.06,24.19,20.54,,,
Serbia,14.69,12.52,13.14,14,12.85,,,
Slovenia,2.58,0.28,3.1,1.4,0.83,,,
Spain,16.22,14.1,11.75,9.06,8.24,,,
The former Yugoslav Republic of Macedonia,13.83,,,,,,,
Austria,10.72,8.23,6.88,5.37,,,,
Belgium,,,,,0.61,,,
France,5.11,5.17,5.19,4.98,4.98,,,
Liechtenstein,-,-,-,-,,,,
Luxembourg,6.4,0.9,3.57,3.54,1.77,,,
Monaco,86.45,153.34,63.83,,,,,
Netherlands,15.85,15.82,13.8,13.52,12.12,,,
Switzerland,1.99,3.7,2.05,1.7,1.28,,,
Australia,,,,,,,,
New Zealand,5.76,5.11,5.02,6.39,4.19,,,
