Country,Year,Quantity Seized,Unit of Measurement,Definition,Interpretation,Link
The former Yugoslav Republic of Macedonia,2012,"2,755",Plants,,,
The former Yugoslav Republic of Macedonia,2011,"1,247",Plants,,,
Andorra,2014,3,Plants,,,
Andorra,2011,4,Plants,,,
Belgium,2013,"396,758",Plants,,,
Belgium,2012,"330,675",Plants,,,
Belgium,2011,"337,955",Plants,,,
Cyprus,2014,446,Plants,,,
Cyprus,2013,403,Plants,,,
Cyprus,2012,385,Plants,,,
Cyprus,2011,86,Plants,,,
Czechia,2015,"30,770",Plants,,,
Czechia,2012,"90,091",Plants,,,
Czechia,2011,"62,817",Plants,,,
Denmark,2015,"14,560",Plants,,,
Denmark,2014,"77,792",Plants,,,
Finland,2015,"23,000",Plants,,,
Finland,2014,"21,800",Plants,,,
Finland,2013,"23,000",Plants,,,
Finland,2012,"18,150",Plants,,,
Finland,2011,"16,400",Plants,,,
France,2015,"153,895",Plants,,,
France,2014,"158,592",Plants,,,
France,2012,"131,307",Plants,,,
France,2011,"73,572",Plants,,,
Germany,2015,"154,621",Plants,,,
Germany,2013,"107,766",Plants,,,
Germany,2012,"97,829",Plants,,,
Germany,2011,"133,650",Plants,,,
Greece,2014,"52,284",Plants,,,
Greece,2013,"23,008",Plants,,,
Greece,2012,"34,040",Plants,,,
Greece,2011,"33,242",Plants,,,
Hungary,2015,"4,659",Plants,,,
Hungary,2014,"3,288",Plants,,,
Hungary,2013,"5,307",Plants,,,
Hungary,2012,"6,833",Plants,,,
Hungary,2011,"14,121",Plants,,,
Iceland,2015,"4,094",Plants,,,
Iceland,2013,"6,669",Plants,,,
Iceland,2012,"6,430",Plants,,,
Iceland,2011,"7,570",Plants,,,
Ireland,2015,"12,539",Plants,,,
Ireland,2014,"15,463",Plants,,,
Ireland,2013,"28,851",Plants,,,
Ireland,2012,"55,483",Plants,,,
Italy,2015,"138,015",Plants,,,
Italy,2014,"121,659",Plants,,,
Italy,2013,"894,874",Plants,,,
Italy,2012,"4,122,617",Plants,,,
Italy,2011,"1,008,228",Plants,,,
Luxembourg,2015,97,Plants,,,
Luxembourg,2013,8,Plants,,,
Luxembourg,2012,81,Plants,,,
Luxembourg,2011,81,Plants,,,
Malta,2015,28,Plants,,,
Malta,2014,8,Plants,,,
Malta,2013,27,Plants,,,
Malta,2012,46,Plants,,,
Malta,2011,44,Plants,,,
Netherlands,2015,"994,068",Plants,,,
Netherlands,2015,"12,562",Plants,,,
Netherlands,2014,"1,600,000",Plants,,,
Netherlands,2013,"1,209,557",Plants,,,
Netherlands,2013,"8,733",Plants,,,
Netherlands,2012,"1,400,000",Plants,,,
Netherlands,2012,"5,500",Plants,,,
Netherlands,2011,"1,819,776",Plants,,,
Poland,2015,"103,339",Plants,,,
Poland,2012,"61,585",Plants,,,
Poland,2011,"52,914",Plants,,,
Portugal,2015,"6,102",Plants,,,
Portugal,2014,"4,517",Plants,,,
Portugal,2013,"8,462",Plants,,,
Portugal,2011,"5,523",Plants,,,
Slovakia,2015,"2,085",Plants,,,
Slovakia,2013,"1,039",Plants,,,
Slovakia,2012,"2,927",Plants,,,
Slovenia,2015,"14,006",Plants,,,
Slovenia,2014,"11,067",Plants,,,
Slovenia,2013,"9,515",Plants,,,
Slovenia,2012,"11,166",Plants,,,
Slovenia,2011,"12,836",Plants,,,
Spain,2015,"379,846",Plants,,,
Spain,2014,"270,741",Plants,,,
Spain,2013,"176,879",Plants,,,
Switzerland,2015,"53,392",Plants,,,
Switzerland,2014,"45,620",Plants,,,
Switzerland,2013,"61,655",Plants,,,
Switzerland,2012,"85,892",Plants,,,
Switzerland,2011,"45,554",Plants,,,
United Kingdom,2015,"393,702",Plants,,,
United Kingdom,2014,"379,211",Plants,,,
United Kingdom,2013,"484,645",Plants,,,
United Kingdom,2012,"555,625",Plants,,,
United Kingdom,2011,"672,578",Plants,,,
Australia,2015,"55,450",Plants,,,
Australia,2014,"55,964",Plants,,,
Australia,2013,"18,175",Plants,,,
Australia,2012,"62,793",Plants,,,
Australia,2011,"66,403",Plants,,,
New Zealand,2015,"112,073",Plants,,,
New Zealand,2014,"40,486",Plants,,,
New Zealand,2013,"40,181.43",Plants,,,
New Zealand,2012,"40,435",Plants,,,
New Zealand,2011,"42,593",Plants,,,
