Country,2011,2012,2013,2014,2015,Definition,Interpretation,Link
Cyprus*,"1,216.77","1,177.85","1,137.93","1,019.68",966.69,,,
Georgia,,,,,,,,
Iraq (Central Iraq),332,369.48,378.31,339.59,,,,
Israel,,,,,,,,
Turkey,"4,894.60","5,348.99",,,,,,
United Arab Emirates,,"2,236.77",,,,,,
Yemen,,,,,,,,
Belarus,"1,523.79","1,227.36","1,161.92","1,175.73",,,,
Bulgaria,"1,350.28","1,210.80","1,181.79","1,089.96","1,145.02",,,
Czechia,"2,224.35","2,021.86","2,258.06","2,178.81","1,917.28",,,
Hungary,"3,014.79","2,835.10","2,816.94","2,361.61",,,,
Poland,"2,892.12","2,785.83","2,452.59","2,109.20","1,832.25",,,
Republic of Moldova*,,,,"1,107.52",,,,
Romania,"2,077.57",,,,,,,
Russian Federation,"1,559.27","1,528.97","1,534.53","1,539.38","1,656.60",,,
Slovakia,"1,979.60","2,028.83","1,988.43","1,850.91","1,718.26",,,
Ukraine,,,,,,,,
Finland,"10,532.54","9,964.34","9,637.22","9,204.69","9,154.19",,,
Iceland,"2,438.62","2,321.50",,"2,257.40","2,288.86",,,
Latvia,"2,588.16","2,603.54","2,364.86","2,413.02","2,571.20",,,
Lithuania,"1,533.32","1,968.40","2,085.06","2,040.76","1,885.07",,,
Norway,"1,447.49","1,411.37","1,460.07","1,427.01",,,,
Sweden,"2,321.94","2,265.29","2,076.20","2,013.06","1,997.03",,,
Andorra,"6,575.31","5,173.88","4,395.00","5,077.50",,,,
Bosnia and Herzegovina,,47.49,27.04,22.58,16.55,,,
Croatia,"1,470.19","1,312.21","1,068.51",962.81,957.8,,,
Italy,"2,931.65","3,008.09","3,130.26","3,127.62","3,065.83",,,
Malta,"2,073.09","2,135.88","2,225.24","2,196.09","2,264.46",,,
Montenegro,"1,937.86","1,601.17","1,748.31","1,596.59","1,393.47",,,
Serbia,"1,176.35","1,128.84","1,160.27","1,109.17","1,084.87",,,
Slovenia,"1,756.52","1,673.63","1,623.94","1,624.63","1,413.23",,,
Spain*,"1,700.62","1,638.88","1,606.67","1,521.61","1,567.03",,,
Austria,"5,318.21","5,333.22","5,390.04","5,192.76","5,134.21",,,
Belgium,"3,945.18","3,782.54","3,704.20","3,724.50","3,477.08",,,
France*,"3,431.95","3,307.37","3,125.99","3,130.89","3,033.77",,,
Germany*,"4,050.03","4,055.33","4,066.17","4,186.24","4,624.76",,,
Liechtenstein*,"6,756.63","3,038.16",,"8,518.27",,,,
Luxembourg,"8,176.55","8,558.39","8,919.67","9,613.38",,,,
Netherlands,"4,179.53","4,045.09","3,817.30","3,537.35","3,103.23",,,
Switzerland*,"2,638.72","2,780.88","2,823.47","2,547.38","2,576.02",,,
Australia,"2,514.28","2,492.11","2,641.44","2,765.40","2,813.89",,,
New Zealand,"8,071.91","7,473.35","6,526.10",,,,,
