Country,Year,Quantity Seized,Unit of Measurement,Definition,Interpretation,Link
Swaziland,2012,"7,232.07",Kilogram,,,
Zambia,2015,"17,466.40",Kilogram,,,
Benin,2015,"3,760",Kilogram,,,
Benin,2012,"1,684.01",Kilogram,,,
Benin,2011,"1,333.60",Kilogram,,,
Burkina Faso,2014,"18,145",Kilogram,,,
Burkina Faso,2013,"17,987",Kilogram,,,
Cabo Verde,2011,13.5,Kilogram,,,
Chad,2015,298,Kilogram,,,
Chad,2014,"2,000",Kilogram,,,
Chad,2013,"1,072",Kilogram,,,
Côte d'Ivoire,2013,"4,152.81",Kilogram,,,
Côte d'Ivoire,2012,"3,991.23",Kilogram,,,
Côte d'Ivoire,2011,691.21,Kilogram,,,
Gambia,2015,"1,201",Kilogram,,,
Gambia,2014,"3,693.37",Kilogram,,,
Gambia,2012,"1,538.53",Kilogram,,,
Gambia,2011,861.94,Kilogram,,,
Ghana,2015,"7,483.71",Kilogram,,,
Ghana,2014,185.4,Kilogram,,,
Ghana,2013,"13,533.72",Kilogram,,,
Ghana,2012,"1,253.88",Kilogram,,,
Ghana,2011,153.26,Kilogram,,,
Liberia,2015,"18,800",Kilogram,,,
Mali,2013,405,Kilogram,,,
Mali,2012,"2,890",Kilogram,,,
Niger,2013,489.4,Kilogram,,,
Niger,2012,489.4,Kilogram,,,
Nigeria,2015,"871,480.32",Kilogram,,,
Nigeria,2014,"158,852.20",Kilogram,,,
Nigeria,2013,"205,373",Kilogram,,,
Nigeria,2012,"228,794.13",Kilogram,,,
Nigeria,2011,"191,847.91",Kilogram,,,
Sierra Leone,2013,"1,917.76",Kilogram,,,
Antigua and Barbuda,2011,99,Kilogram,,,
Bahamas,2013,"27,920",Kilogram,,,
Cuba,2015,962,Kilogram,,,
Cuba,2012,"2,998",Kilogram,,,
Cuba,2011,"9,065.68",Kilogram,,,
Dominica,2013,"1,025.20",Kilogram,,,
Dominica,2012,"1,961.50",Kilogram,,,
Dominica,2011,"1,115.60",Kilogram,,,
Dominican Republic,2015,"3,665.70",Kilogram,,,
Dominican Republic,2014,"1,987.10",Kilogram,,,
Dominican Republic,2013,"1,300",Kilogram,,,
Dominican Republic,2012,765.3,Kilogram,,,
Dominican Republic,2011,845,Kilogram,,,
Grenada,2014,406,Kilogram,,,
Grenada,2013,"1,531.20",Kilogram,,,
Grenada,2011,195.4,Kilogram,,,
Haiti,2015,"2,702.15",Kilogram,,,
Haiti,2014,"4,321.08",Kilogram,,,
Haiti,2013,"1,830",Kilogram,,,
Haiti,2012,299.2,Kilogram,,,
Haiti,2011,501.8,Kilogram,,,
Jamaica,2015,"21,200",Kilogram,,,
Jamaica,2012,"37,329.96",Kilogram,,,
Jamaica,2012,"14,852.04",Kilogram,,,
Jamaica,2011,"36,731.93",Kilogram,,,
Saint Kitts and Nevis,2011,443,Kilogram,,,
Saint Lucia,2011,438,Kilogram,,,
Trinidad and Tobago,2015,"2,540.68",Kilogram,,,
Trinidad and Tobago,2014,391.4,Kilogram,,,
Trinidad and Tobago,2013,"6,774.57",Kilogram,,,
Belize,2013,"115,000",Kilogram,,,
Belize,2011,372.4,Kilogram,,,
Costa Rica,2015,"6,422.14",Kilogram,,,
Costa Rica,2014,"12,030.42",Kilogram,,,
Costa Rica,2013,"4,123.40",Kilogram,,,
Costa Rica,2012,"3,070.50",Kilogram,,,
Costa Rica,2011,"1,582.20",Kilogram,,,
El Salvador,2014,"1,302.61",Kilogram,,,
El Salvador,2013,871.26,Kilogram,,,
El Salvador,2012,"1,248.43",Kilogram,,,
El Salvador,2011,"1,093.30",Kilogram,,,
Guatemala,2015,347.18,Kilogram,,,
Guatemala,2014,969.15,Kilogram,,,
Guatemala,2013,"1,211",Kilogram,,,
Guatemala,2011,"1,226",Kilogram,,,
Honduras,2015,"2,667.90",Kilogram,,,
Honduras,2014,"29,889.05",Kilogram,,,
Honduras,2012,"5,930",Kilogram,,,
Honduras,2011,970.47,Kilogram,,,
Nicaragua,2015,358,Kilogram,,,
Nicaragua,2014,"2,232.70",Kilogram,,,
Nicaragua,2013,250,Kilogram,,,
Nicaragua,2012,986,Kilogram,,,
Nicaragua,2011,342,Kilogram,,,
Panama,2014,102,Kilogram,,,
Panama,2013,"2,233.68",Kilogram,,,
Panama,2011,"4,941.68",Kilogram,,,
Canada,2015,"13,123.37",Kilogram,,,
Canada,2014,"19,211.01",Kilogram,,,
Canada,2013,"39,193.23",Kilogram,,,
Canada,2012,"30,386.51",Kilogram,,,
Canada,2011,"44,284",Kilogram,,,
Mexico,2015,"1,242,342.46",Kilogram,,,
Mexico,2014,"868,457.33",Kilogram,,,
Mexico,2013,"958,500.50",Kilogram,,,
United States of America,2015,"934,469.45",Kilogram,,,
United States of America,2015,17.4,Kilogram,,,
United States of America,2014,"1,196,962",Kilogram,,,
United States of America,2014,277,Kilogram,,,
United States of America,2013,"1,692,943.36",Kilogram,,,
United States of America,2012,"2,108,497.09",Kilogram,,,
United States of America,2011,"2,454,642.34",Kilogram,,,
Argentina,2015,"206,753.62",Kilogram,,,
Argentina,2015,0.72,Kilogram,,,
Argentina,2014,"140,645.20",Kilogram,,,
Argentina,2012,"129,057.77",Kilogram,,,
Argentina,2011,"28,680.16",Kilogram,,,
Bolivia (Plurinational State of),2015,"26,198.37",Kilogram,,,
Bolivia (Plurinational State of),2014,"11,508.69",Kilogram,,,
Bolivia (Plurinational State of),2013,"12,605.90",Kilogram,,,
Bolivia (Plurinational State of),2011,"1,986.37",Kilogram,,,
Bolivia (Plurinational State of),2015,"270,919.31",Kilogram,,,
Bolivia (Plurinational State of),2015,142.44,Kilogram,,,
Bolivia (Plurinational State of),2014,"208,462.72",Kilogram,,,
Bolivia (Plurinational State of),2014,9.54,Kilogram,,,
Bolivia (Plurinational State of),2013,"222,225",Kilogram,,,
Bolivia (Plurinational State of),2011,"174,270.95",Kilogram,,,
Chile,2015,"23,642.58",Kilogram,,,
Chile,2014,"24,385.86",Kilogram,,,
Chile,2013,"23,305.53",Kilogram,,,
Chile,2012,"14,550.83",Kilogram,,,
Chile,2011,"14,565",Kilogram,,,
Colombia,2015,"247,080.17",Kilogram,,,
Colombia,2014,"294,942.88",Kilogram,,,
Colombia,2013,"410,331.21",Kilogram,,,
Colombia,2012,"348,993.73",Kilogram,,,
Colombia,2011,"320,900",Kilogram,,,
Ecuador,2015,"1,347.12",Kilogram,,,
Ecuador,2014,"8,236.06",Kilogram,,,
Ecuador,2013,"8,396.27",Kilogram,,,
Ecuador,2012,"10,767.53",Kilogram,,,
Ecuador,2011,"4,605.17",Kilogram,,,
Guyana,2015,995,Kilogram,,,
Guyana,2013,"12,043",Kilogram,,,
Guyana,2012,"1,089.50",Kilogram,,,
Guyana,2011,393,Kilogram,,,
Paraguay,2015,"510,307.79",Kilogram,,,
Paraguay,2014,"711,699.07",Kilogram,,,
Paraguay,2013,"461,893.42",Kilogram,,,
Paraguay,2012,"176,921.18",Kilogram,,,
Paraguay,2011,"309,836.14",Kilogram,,,
Peru,2015,"91,900",Kilogram,,,
Peru,2014,"4,019",Kilogram,,,
Peru,2013,"3,761",Kilogram,,,
Peru,2012,"2,967.31",Kilogram,,,
Peru,2011,"3,047.74",Kilogram,,,
Suriname,2015,841.7,Kilogram,,,
Suriname,2014,375.4,Kilogram,,,
Suriname,2013,61.5,Kilogram,,,
Suriname,2012,102,Kilogram,,,
Suriname,2011,349,Kilogram,,,
Uruguay,2011,"1,967.61",Kilogram,,,
Venezuela (Bolivarian Republic of),2015,"14,116",Kilogram,,,
Venezuela (Bolivarian Republic of),2014,"21,522.33",Kilogram,,,
Venezuela (Bolivarian Republic of),2013,"26,301.74",Kilogram,,,
Venezuela (Bolivarian Republic of),2012,"17,946.78",Kilogram,,,
Venezuela (Bolivarian Republic of),2011,"15,776.80",Kilogram,,,
Armenia,2013,11.39,Kilogram,,,
Armenia,2012,15.33,Kilogram,,,
Azerbaijan,2015,698.64,Kilogram,,,
Azerbaijan,2014,487.29,Kilogram,,,
Azerbaijan,2013,476.38,Kilogram,,,
Azerbaijan,2012,312.47,Kilogram,,,
Azerbaijan,2011,298.96,Kilogram,,,
Georgia,2014,57.4,Kilogram,,,
Georgia,2013,71.61,Kilogram,,,
Georgia,2011,6.98,Kilogram,,,
Kazakhstan,2011,"27,380.25",Kilogram,,,
Kyrgyzstan,2015,"2,337.04",Kilogram,,,
Kyrgyzstan,2014,"1,889.72",Kilogram,,,
Kyrgyzstan,2013,"3,589.64",Kilogram,,,
Kyrgyzstan,2012,"2,031.15",Kilogram,,,
Kyrgyzstan,2011,"1,936.59",Kilogram,,,
Tajikistan,2015,910.08,Kilogram,,,
Tajikistan,2014,"2,007.57",Kilogram,,,
Tajikistan,2013,"2,640.56",Kilogram,,,
Tajikistan,2012,"2,515.93",Kilogram,,,
Tajikistan,2011,"1,333.26",Kilogram,,,
Turkmenistan,2015,15.32,Kilogram,,,
Turkmenistan,2014,49.87,Kilogram,,,
Turkmenistan,2013,23.16,Kilogram,,,
Turkmenistan,2012,35.98,Kilogram,,,
Turkmenistan,2011,37.64,Kilogram,,,
Uzbekistan,2015,"1,025.10",Kilogram,,,
Uzbekistan,2014,802.9,Kilogram,,,
Uzbekistan,2013,873.5,Kilogram,,,
Uzbekistan,2012,"1,451.16",Kilogram,,,
Uzbekistan,2011,"3,017.97",Kilogram,,,
Brunei Darussalam,2015,"1,429.51",Kilogram,,,
Brunei Darussalam,2014,8.66,Kilogram,,,
Cambodia,2015,"1,511.50",Kilogram,,,
Cambodia,2013,168.54,Kilogram,,,
Cambodia,2012,2.4,Kilogram,,,
Cambodia,2011,210.24,Kilogram,,,
China,2015,"8,727.75",Kilogram,,,
China,2014,"3,965",Kilogram,,,
China,2013,"4,495.72",Kilogram,,,
China,2012,"4,228.24",Kilogram,,,
China,2011,"2,622.40",Kilogram,,,
China,2015,52.94,Kilogram,,,
China,2014,37.87,Kilogram,,,
China,2014,21.75,Kilogram,,,
China,2013,27.08,Kilogram,,,
China,2013,25.87,Kilogram,,,
China,2012,22.51,Kilogram,,,
China,2012,8.22,Kilogram,,,
China,2011,25.24,Kilogram,,,
China,2011,3.19,Kilogram,,,
Indonesia,2015,"29,389.32",Kilogram,,,
Indonesia,2014,"68,398.85",Kilogram,,,
Indonesia,2013,"17,779.20",Kilogram,,,
Indonesia,2012,"22,335.28",Kilogram,,,
Indonesia,2011,"23,891.88",Kilogram,,,
Japan,2015,104.55,Kilogram,,,
Japan,2014,166.58,Kilogram,,,
Japan,2013,198.05,Kilogram,,,
Japan,2013,0.009,Kilogram,,,
Japan,2012,332.76,Kilogram,,,
Japan,2012,0.07,Kilogram,,,
Japan,2011,141.1,Kilogram,,,
Japan,2011,0.06,Kilogram,,,
Lao People's Democratic Republic,2015,"3,258.04",Kilogram,,,
Lao People's Democratic Republic,2014,"1,233.30",Kilogram,,,
Lao People's Democratic Republic,2013,"5,484.30",Kilogram,,,
Lao People's Democratic Republic,2012,"2,836.10",Kilogram,,,
Lao People's Democratic Republic,2011,"1,617",Kilogram,,,
Malaysia,2015,"1,844.20",Kilogram,,,
Malaysia,2014,579.11,Kilogram,,,
Malaysia,2013,898.1,Kilogram,,,
Malaysia,2012,861.3,Kilogram,,,
Malaysia,2011,"1,054.39",Kilogram,,,
Mongolia,2013,14.03,Kilogram,,,
Mongolia,2012,"3,112",Kilogram,,,
Myanmar,2015,87.7,Kilogram,,,
Myanmar,2014,205.55,Kilogram,,,
Myanmar,2013,40.94,Kilogram,,,
Myanmar,2012,80.3,Kilogram,,,
Myanmar,2011,196.39,Kilogram,,,
Philippines,2014,897.81,Kilogram,,,
Philippines,2013,649.66,Kilogram,,,
Philippines,2013,741.66,Kilogram,,,
Philippines,2013,262.19,Kilogram,,,
Philippines,2012,425.6,Kilogram,,,
Philippines,2011,596.45,Kilogram,,,
Republic of Korea,2015,24,Kilogram,,,
Republic of Korea,2014,23.3,Kilogram,,,
Republic of Korea,2013,24.47,Kilogram,,,
Republic of Korea,2012,21.72,Kilogram,,,
Republic of Korea,2011,83.7,Kilogram,,,
Singapore,2015,44.29,Kilogram,,,
Singapore,2014,35.03,Kilogram,,,
Singapore,2013,15.57,Kilogram,,,
Singapore,2012,14.86,Kilogram,,,
Singapore,2011,12.88,Kilogram,,,
Thailand,2015,"24,554.28",Kilogram,,,
Thailand,2014,"28,104",Kilogram,,,
Thailand,2013,"28,943.30",Kilogram,,,
Thailand,2012,"24,411.70",Kilogram,,,
Thailand,2011,"12,794",Kilogram,,,
Viet Nam,2015,"4,500",Kilogram,,,
Viet Nam,2014,442,Kilogram,,,
Viet Nam,2013,932,Kilogram,,,
Viet Nam,2012,"1,000",Kilogram,,,
Viet Nam,2012,164,Kilogram,,,
Viet Nam,2011,"7,000",Kilogram,,,
Bahrain,2015,"12,026",Kilogram,,,
Bahrain,2011,2.08,Kilogram,,,
Iran (Islamic Republic of),2011,"13,948",Kilogram,,,
Israel,2015,"5,163",Kilogram,,,
Israel,2014,"4,339",Kilogram,,,
Israel,2013,"1,171",Kilogram,,,
Israel,2012,785,Kilogram,,,
Israel,2011,740,Kilogram,,,
Jordan,2014,"5,481",Kilogram,,,
Jordan,2013,"5,007.54",Kilogram,,,
Jordan,2012,509.15,Kilogram,,,
Jordan,2011,154.9,Kilogram,,,
Lebanon,2015,16.86,Kilogram,,,
Lebanon,2012,5.5,Kilogram,,,
Pakistan,2015,0.36,Kilogram,,,
Qatar,2015,11.45,Kilogram,,,
Qatar,2013,4.61,Kilogram,,,
Qatar,2012,4.61,Kilogram,,,
Qatar,2011,2.22,Kilogram,,,
State of Palestine,2014,74.36,Kilogram,,,
State of Palestine,2012,"2,620",Kilogram,,,
Syrian Arab Republic,2014,"1,674",Kilogram,,,
United Arab Emirates,2015,19,Kilogram,,,
United Arab Emirates,2012,6,Kilogram,,,
Bangladesh,2015,"41,720.16",Kilogram,,,
Bangladesh,2014,"17,089.52",Kilogram,,,
Bangladesh,2013,"34,997.54",Kilogram,,,
Bangladesh,2012,"39,848.50",Kilogram,,,
Bangladesh,2011,"52,961",Kilogram,,,
India,2015,"94,403",Kilogram,,,
India,2014,"108,300",Kilogram,,,
India,2013,"91,729",Kilogram,,,
India,2012,"76,998",Kilogram,,,
India,2011,"122,710.97",Kilogram,,,
Maldives,2011,2.9,Kilogram,,,
Sri Lanka,2015,"6,569.64",Kilogram,,,
Sri Lanka,2014,"19,644.12",Kilogram,,,
Sri Lanka,2013,"81,937.74",Kilogram,,,
Sri Lanka,2012,"73,871.68",Kilogram,,,
Belarus,2014,76.9,Kilogram,,,
Belarus,2013,134.78,Kilogram,,,
Belarus,2012,199.6,Kilogram,,,
Belarus,2011,218,Kilogram,,,
Republic of Moldova,2015,87,Kilogram,,,
Republic of Moldova,2014,149,Kilogram,,,
Republic of Moldova,2013,197.63,Kilogram,,,
Republic of Moldova,2012,224,Kilogram,,,
Russian Federation,2015,"20,807.53",Kilogram,,,
Russian Federation,2014,"21,144.90",Kilogram,,,
Russian Federation,2013,"24,808.90",Kilogram,,,
Russian Federation,2012,"26,594.70",Kilogram,,,
Russian Federation,2011,"26,026.44",Kilogram,,,
Ukraine,2015,"5,384.32",Kilogram,,,
Ukraine,2014,"2,171.70",Kilogram,,,
Ukraine,2013,"4,369.88",Kilogram,,,
Ukraine,2012,"8,001",Kilogram,,,
Ukraine,2011,"7,174.86",Kilogram,,,
Albania,2015,"11,352.89",Kilogram,,,
Albania,2013,"20,672.90",Kilogram,,,
Albania,2012,"21,138.23",Kilogram,,,
Albania,2011,"7,695.66",Kilogram,,,
Bosnia and Herzegovina,2013,294.65,Kilogram,,,
Bosnia and Herzegovina,2011,444,Kilogram,,,
Bulgaria,2015,"1,175.76",Kilogram,,,
Bulgaria,2014,"1,674.08",Kilogram,,,
Bulgaria,2013,614.16,Kilogram,,,
Bulgaria,2012,164.62,Kilogram,,,
Bulgaria,2011,460.74,Kilogram,,,
Croatia,2015,485,Kilogram,,,
Croatia,2014,"2,001.73",Kilogram,,,
Croatia,2013,"1,046",Kilogram,,,
Croatia,2012,"1,069.80",Kilogram,,,
Croatia,2011,395.98,Kilogram,,,
Kosovo under UNSCR 1250,2015,462,Kilogram,,,
Kosovo under UNSCR 1261,2014,737.9,Kilogram,,,
Kosovo under UNSCR 1275,2013,85.1,Kilogram,,,
Kosovo under UNSCR 1288,2012,"1,237.90",Kilogram,,,
Kosovo under UNSCR 1300,2011,216.7,Kilogram,,,
Montenegro,2015,197.46,Kilogram,,,
Montenegro,2014,776.2,Kilogram,,,
Romania,2015,179.76,Kilogram,,,
Romania,2014,144.68,Kilogram,,,
Romania,2013,164.76,Kilogram,,,
Romania,2012,335.09,Kilogram,,,
Romania,2011,251.53,Kilogram,,,
Serbia,2015,"1,323.59",Kilogram,,,
Serbia,2014,"2,786",Kilogram,,,
Serbia,2013,"3,043",Kilogram,,,
Serbia,2011,999.2,Kilogram,,,
The former Yugoslav Republic of Macedonia,2015,246.48,Kilogram,,,
The former Yugoslav Republic of Macedonia,2014,723.4,Kilogram,,,
The former Yugoslav Republic of Macedonia,2013,"1,197.50",Kilogram,,,
The former Yugoslav Republic of Macedonia,2012,825.1,Kilogram,,,
The former Yugoslav Republic of Macedonia,2011,286.4,Kilogram,,,
Turkey,2015,"45,815.72",Kilogram,,,
Turkey,2014,"92,480.87",Kilogram,,,
Turkey,2013,"180,100.68",Kilogram,,,
Turkey,2012,"124,672.99",Kilogram,,,
Turkey,2011,"55,251",Kilogram,,,
Austria,2015,851.18,Kilogram,,,
Austria,2014,"1,325.99",Kilogram,,,
Austria,2013,"1,431.55",Kilogram,,,
Austria,2012,811.81,Kilogram,,,
Austria,2011,621,Kilogram,,,
Belgium,2015,764.16,Kilogram,,,
Belgium,2014,"10,744.30",Kilogram,,,
Belgium,2013,"14,882.32",Kilogram,,,
Belgium,2012,"5,635.03",Kilogram,,,
Belgium,2011,"5,094.86",Kilogram,,,
Cyprus,2015,225.92,Kilogram,,,
Cyprus,2014,200.83,Kilogram,,,
Cyprus,2013,99.46,Kilogram,,,
Cyprus,2012,100,Kilogram,,,
Cyprus,2011,76.42,Kilogram,,,
Czechia,2015,655.06,Kilogram,,,
Czechia,2014,569.56,Kilogram,,,
Czechia,2013,735.36,Kilogram,,,
Czechia,2012,563.33,Kilogram,,,
Czechia,2011,440.78,Kilogram,,,
Denmark,2015,590.12,Kilogram,,,
Denmark,2014,358,Kilogram,,,
Denmark,2013,340,Kilogram,,,
Denmark,2012,217.14,Kilogram,,,
Estonia,2015,35.15,Kilogram,,,
Estonia,2014,35.15,Kilogram,,,
Estonia,2013,51.2,Kilogram,,,
Estonia,2012,25.1,Kilogram,,,
Estonia,2011,53.46,Kilogram,,,
Finland,2015,208,Kilogram,,,
Finland,2014,313,Kilogram,,,
Finland,2011,97,Kilogram,,,
France,2015,"13,538",Kilogram,,,
France,2014,"10,073",Kilogram,,,
France,2013,"4,758",Kilogram,,,
France,2012,"3,270",Kilogram,,,
France,2011,"5,450.85",Kilogram,,,
Germany,2015,"3,851.88",Kilogram,,,
Germany,2014,"8,211.80",Kilogram,,,
Germany,2013,"4,827.10",Kilogram,,,
Germany,2012,"4,942.04",Kilogram,,,
Germany,2011,"3,957.44",Kilogram,,,
Greece,2015,"2,465.68",Kilogram,,,
Greece,2014,"19,563.58",Kilogram,,,
Greece,2013,"20,941.86",Kilogram,,,
Greece,2012,"22,383.43",Kilogram,,,
Greece,2011,"13,401.94",Kilogram,,,
Hungary,2015,589.55,Kilogram,,,
Hungary,2014,529.23,Kilogram,,,
Hungary,2013,863.38,Kilogram,,,
Hungary,2012,"1,113.06",Kilogram,,,
Hungary,2011,208.74,Kilogram,,,
Ireland,2015,"1,176.95",Kilogram,,,
Ireland,2014,"1,963.90",Kilogram,,,
Ireland,2013,"1,325.20",Kilogram,,,
Italy,2015,"9,313.01",Kilogram,,,
Italy,2014,"33,415.78",Kilogram,,,
Italy,2014,25.09,Kilogram,,,
Italy,2013,"28,821.21",Kilogram,,,
Italy,2012,"21,495.67",Kilogram,,,
Italy,2011,"10,907.88",Kilogram,,,
Latvia,2015,58.31,Kilogram,,,
Latvia,2014,26.81,Kilogram,,,
Latvia,2013,29.19,Kilogram,,,
Latvia,2011,34.28,Kilogram,,,
Liechtenstein,2012,0.4,Kilogram,,,
Liechtenstein,2011,0.6,Kilogram,,,
Lithuania,2015,143.32,Kilogram,,,
Lithuania,2014,94.47,Kilogram,,,
Lithuania,2013,124.07,Kilogram,,,
Lithuania,2012,96,Kilogram,,,
Lithuania,2011,42.46,Kilogram,,,
Luxembourg,2015,12.65,Kilogram,,,
Luxembourg,2013,10.69,Kilogram,,,
Luxembourg,2012,10.89,Kilogram,,,
Luxembourg,2011,10.89,Kilogram,,,
Malta,2015,4.03,Kilogram,,,
Malta,2014,69.5,Kilogram,,,
Malta,2013,9.74,Kilogram,,,
Malta,2012,2.78,Kilogram,,,
Malta,2011,1.51,Kilogram,,,
Netherlands,2015,"13,572",Kilogram,,,
Netherlands,2015,"1,917",Kilogram,,,
Netherlands,2013,"1,640",Kilogram,,,
Netherlands,2012,"12,600",Kilogram,,,
Netherlands,2012,"2,440",Kilogram,,,
Netherlands,2011,"5,000",Kilogram,,,
Norway,2015,257.7,Kilogram,,,
Norway,2014,506.23,Kilogram,,,
Norway,2013,480.74,Kilogram,,,
Norway,2012,329.6,Kilogram,,,
Norway,2011,220.38,Kilogram,,,
Poland,2015,"1,830.40",Kilogram,,,
Poland,2014,"2,720.37",Kilogram,,,
Poland,2013,"1,242.83",Kilogram,,,
Poland,2012,"1,489.25",Kilogram,,,
Poland,2011,"1,265.40",Kilogram,,,
Portugal,2015,223.73,Kilogram,,,
Portugal,2014,108.37,Kilogram,,,
Portugal,2014,28.76,Kilogram,,,
Portugal,2013,95.71,Kilogram,,,
Portugal,2012,48.39,Kilogram,,,
Portugal,2011,107.87,Kilogram,,,
Slovakia,2015,69.78,Kilogram,,,
Slovakia,2014,111.36,Kilogram,,,
Slovakia,2013,80.99,Kilogram,,,
Slovakia,2012,176.79,Kilogram,,,
Slovakia,2011,119.72,Kilogram,,,
Slovenia,2015,487.54,Kilogram,,,
Slovenia,2014,535.06,Kilogram,,,
Slovenia,2013,809.59,Kilogram,,,
Slovenia,2012,706.06,Kilogram,,,
Slovenia,2011,613.04,Kilogram,,,
Spain,2015,"15,915.37",Kilogram,,,
Spain,2014,"15,174",Kilogram,,,
Spain,2013,"16,298",Kilogram,,,
Spain,2012,"10,457.42",Kilogram,,,
Spain,2011,"17,535.12",Kilogram,,,
Sweden,2015,"1,053.50",Kilogram,,,
Sweden,2014,"1,046.50",Kilogram,,,
Sweden,2013,928,Kilogram,,,
Sweden,2012,640.7,Kilogram,,,
Sweden,2011,264.2,Kilogram,,,
Switzerland,2015,"1,432",Kilogram,,,
Switzerland,2014,"1,998",Kilogram,,,
Switzerland,2013,"1,467",Kilogram,,,
Switzerland,2012,"1,422",Kilogram,,,
Switzerland,2011,"1,011",Kilogram,,,
United Kingdom,2015,"30,492.70",Kilogram,,,
United Kingdom,2014,"15,348.12",Kilogram,,,
