Country,2011,2012,2013,2014,2015,Definition,Interpretation,Link
Norway,,"1,197","1,212",,,,,
Sweden,"1,925","1,984","1,853","1,808","1,763",,,
United Kingdom (England and Wales),"9,898","9,767","8,925","9,089","8,843",,,
United Kingdom (Northern Ireland),142,118,144,133,122,,,
United Kingdom (Scotland),273,288,268,288,295,,,
Albania,69,68,84,99,89,,,
Andorra*,35,29,34,40,32,,,
Bosnia and Herzegovina,67,,54,46,57,,,
Croatia,289,285,275,231,191,,,
Greece,"7,887","7,875","7,623","6,882","5,294",,,
Holy See,-,-,-,-,-,,,
Italy,"24,649","23,956","22,344","17,856","17,799",,,
Kosovo under UNSCR 1244,61,95,125,127,89,,,
Malta,,,,,,,,
Montenegro,82,202,234,374,171,,,
Portugal,"2,548","2,602","2,647","2,469","2,495",,,
Serbia,189,209,352,302,353,,,
Slovenia,133,162,145,150,131,,,
Spain,"24,502","22,893","21,116","19,697","17,870",,,
The former Yugoslav Republic of Macedonia,,,,,,,,
Austria,"4,103","4,180","4,373","4,449",,,,
Belgium,,,,,"4,812",,,
France,"12,549","13,043","13,843","13,814","14,071",,,
Liechtenstein,52,49,51,41,42,,,
Luxembourg,448,466,454,465,516,,,
Monaco,30,31,26,,33,,,
Netherlands,"2,707","2,539","2,409","2,170","1,893",,,
Switzerland,"3,911","4,390","4,857","4,673","4,514",,,
Australia,"6,014","5,702","5,478","6,036","6,415",,,
New Zealand,624,199,171,181,189,,,
