Country,Year,Drug,Quantity Seized,Unit of Measurement,Definition,Interpretation,Link
Canada,2012,Pharmaceutical opioids,11,Tablet,,,
Canada,2012,Pharmaceutical opioids,"2,569",Tablet,,,
Canada,2012,Pharmaceutical opioids,12,Tablet,,,
Canada,2012,Pharmaceutical opioids,585,Tablet,,,
Canada,2012,Pharmaceutical opioids,"31,984",Tablet,,,
Canada,2012,Pharmaceutical opioids,39,Tablet,,,
Canada,2011,Pharmaceutical opioids,"1,873",Tablet,,,
Canada,2011,Pharmaceutical opioids,"25,034",Tablet,,,
Canada,2011,Pharmaceutical opioids,"1,247",Tablet,,,
Canada,2011,Pharmaceutical opioids,717,Tablet,,,
Canada,2011,Pharmaceutical opioids,923,Tablet,,,
Canada,2011,Pharmaceutical opioids,"5,326",Tablet,,,
Canada,2011,Pharmaceutical opioids,252,Tablet,,,
Canada,2011,Pharmaceutical opioids,"31,870",Tablet,,,
Canada,2011,Pharmaceutical opioids,134,Tablet,,,
Canada,2011,Pharmaceutical opioids,321,Tablet,,,
Armenia,2015,Pharmaceutical opioids,240,Tablet,,,
Armenia,2014,Pharmaceutical opioids,80,Tablet,,,
Georgia,2013,Pharmaceutical opioids,"1,704",Tablet,,,
Georgia,2013,Pharmaceutical opioids,369,Tablet,,,
Georgia,2012,Pharmaceutical opioids,700,Tablet,,,
Georgia,2011,Pharmaceutical opioids,"1,776",Tablet,,,
Brunei Darussalam,2012,Pharmaceutical opioids,49,Tablet,,,
China,2014,Pharmaceutical opioids,38,Tablet,,,
China,2013,Pharmaceutical opioids,6,Tablet,,,
China,2012,Pharmaceutical opioids,136,Tablet,,,
China,2011,Pharmaceutical opioids,204,Tablet,,,
"China, Macao SAR",2015,Pharmaceutical opioids,11,Tablet,,,
Japan,2013,Pharmaceutical opioids,40,Tablet,,,
Japan,2012,Pharmaceutical opioids,468,Tablet,,,
Malaysia,2014,Pharmaceutical opioids,36,Tablet,,,
Mongolia,2012,Pharmaceutical opioids,32,Tablet,,,
Singapore,2015,Pharmaceutical opioids,620,Tablet,,,
Singapore,2014,Pharmaceutical opioids,12,Tablet,,,
Singapore,2014,Pharmaceutical opioids,73,Tablet,,,
Singapore,2013,Pharmaceutical opioids,47,Tablet,,,
Singapore,2013,Pharmaceutical opioids,325,Tablet,,,
Singapore,2012,Pharmaceutical opioids,276,Tablet,,,
Singapore,2012,Pharmaceutical opioids,239,Tablet,,,
Singapore,2011,Pharmaceutical opioids,35,Tablet,,,
Singapore,2011,Pharmaceutical opioids,96,Tablet,,,
Bahrain,2011,Pharmaceutical opioids,75,Tablet,,,
Bahrain,2011,Pharmaceutical opioids,"42,410",Tablet,,,
Lebanon,2012,Pharmaceutical opioids,"9,510",Tablet,,,
Lebanon,2012,Pharmaceutical opioids,220,Tablet,,,
United Arab Emirates,2012,Pharmaceutical opioids,"6,213,063",Tablet,,,
Ukraine,2015,Pharmaceutical opioids,"2,639",Tablet,,,
Ukraine,2015,Pharmaceutical opioids,96,Tablet,,,
Ukraine,2015,Pharmaceutical opioids,189,Tablet,,,
Ukraine,2011,Pharmaceutical opioids,"14,412",Tablet,,,
Bosnia and Herzegovina,2011,Pharmaceutical opioids,"1,664",Tablet,,,
Bosnia and Herzegovina,2011,Pharmaceutical opioids,8,Tablet,,,
Croatia,2013,Pharmaceutical opioids,"1,627",Tablet,,,
Croatia,2012,Pharmaceutical opioids,"2,681",Tablet,,,
Croatia,2011,Pharmaceutical opioids,"5,586",Tablet,,,
Romania,2015,Pharmaceutical opioids,7,Tablet,,,
Romania,2015,Pharmaceutical opioids,307,Tablet,,,
Romania,2015,Pharmaceutical opioids,409,Tablet,,,
Romania,2015,Pharmaceutical opioids,480,Tablet,,,
Romania,2014,Pharmaceutical opioids,32,Tablet,,,
Romania,2014,Pharmaceutical opioids,140,Tablet,,,
Romania,2014,Pharmaceutical opioids,"57,446",Tablet,,,
Romania,2013,Pharmaceutical opioids,12,Tablet,,,
Romania,2013,Pharmaceutical opioids,15,Tablet,,,
Romania,2013,Pharmaceutical opioids,"4,908",Tablet,,,
Romania,2013,Pharmaceutical opioids,30,Tablet,,,
Romania,2012,Pharmaceutical opioids,51,Tablet,,,
Romania,2012,Pharmaceutical opioids,655,Tablet,,,
Serbia,2015,Pharmaceutical opioids,64,Tablet,,,
The former Yugoslav Republic of Macedonia,2015,Pharmaceutical opioids,"2,048",Tablet,,,
The former Yugoslav Republic of Macedonia,2014,Pharmaceutical opioids,56,Tablet,,,
The former Yugoslav Republic of Macedonia,2013,Pharmaceutical opioids,10,Tablet,,,
Turkey,2015,Pharmaceutical opioids,45,Tablet,,,
Turkey,2015,Pharmaceutical opioids,82,Tablet,,,
Turkey,2015,Pharmaceutical opioids,"139,850",Tablet,,,
Austria,2015,Pharmaceutical opioids,"1,012",Tablet,,,
Austria,2015,Pharmaceutical opioids,258,Tablet,,,
Austria,2015,Pharmaceutical opioids,16,Tablet,,,
Austria,2015,Pharmaceutical opioids,74,Tablet,,,
Austria,2015,Pharmaceutical opioids,385,Tablet,,,
Austria,2014,Pharmaceutical opioids,805,Tablet,,,
Austria,2014,Pharmaceutical opioids,140,Tablet,,,
Austria,2014,Pharmaceutical opioids,201,Tablet,,,
Austria,2014,Pharmaceutical opioids,578,Tablet,,,
Austria,2014,Pharmaceutical opioids,"13,311",Tablet,,,
Czechia,2015,Pharmaceutical opioids,9,Tablet,,,
Czechia,2015,Pharmaceutical opioids,61,Tablet,,,
Czechia,2015,Pharmaceutical opioids,180,Tablet,,,
Czechia,2014,Pharmaceutical opioids,15,Tablet,,,
Czechia,2014,Pharmaceutical opioids,120,Tablet,,,
Czechia,2014,Pharmaceutical opioids,16,Tablet,,,
Czechia,2014,Pharmaceutical opioids,32,Tablet,,,
Czechia,2014,Pharmaceutical opioids,376,Tablet,,,
Czechia,2013,Pharmaceutical opioids,3,Tablet,,,
Czechia,2013,Pharmaceutical opioids,3,Tablet,,,
Czechia,2013,Pharmaceutical opioids,43,Tablet,,,
Czechia,2013,Pharmaceutical opioids,60,Tablet,,,
Czechia,2012,Pharmaceutical opioids,9,Tablet,,,
Czechia,2012,Pharmaceutical opioids,9,Tablet,,,
Finland,2015,Pharmaceutical opioids,"42,950",Tablet,,,
Finland,2014,Pharmaceutical opioids,"25,150",Tablet,,,
Finland,2013,Pharmaceutical opioids,"37,078",Tablet,,,
Finland,2012,Pharmaceutical opioids,"48,703",Tablet,,,
Finland,2011,Pharmaceutical opioids,"12,548",Tablet,,,
Finland,2011,Pharmaceutical opioids,"31,700",Tablet,,,
France,2015,Pharmaceutical opioids,"4,782",Tablet,,,
France,2015,Pharmaceutical opioids,"21,268",Tablet,,,
Greece,2015,Pharmaceutical opioids,"1,237",Tablet,,,
Greece,2015,Pharmaceutical opioids,"3,803",Tablet,,,
Greece,2015,Pharmaceutical opioids,"2,315",Tablet,,,
Greece,2014,Pharmaceutical opioids,"1,060",Tablet,,,
Greece,2014,Pharmaceutical opioids,53,Tablet,,,
Greece,2014,Pharmaceutical opioids,"1,587",Tablet,,,
Hungary,2015,Pharmaceutical opioids,473,Tablet,,,
Hungary,2014,Pharmaceutical opioids,96,Tablet,,,
Hungary,2013,Pharmaceutical opioids,148,Tablet,,,
Hungary,2012,Pharmaceutical opioids,63,Tablet,,,
Hungary,2011,Pharmaceutical opioids,170,Tablet,,,
Ireland,2015,Pharmaceutical opioids,59,Tablet,,,
Ireland,2014,Pharmaceutical opioids,6,Tablet,,,
Ireland,2014,Pharmaceutical opioids,110,Tablet,,,
Ireland,2013,Pharmaceutical opioids,152,Tablet,,,
Ireland,2012,Pharmaceutical opioids,1,Tablet,,,
Latvia,2015,Pharmaceutical opioids,113,Tablet,,,
Latvia,2015,Pharmaceutical opioids,1,Tablet,,,
Latvia,2015,Pharmaceutical opioids,391,Tablet,,,
Latvia,2015,Pharmaceutical opioids,"3,647",Tablet,,,
Latvia,2014,Pharmaceutical opioids,118,Tablet,,,
Latvia,2014,Pharmaceutical opioids,42,Tablet,,,
Latvia,2014,Pharmaceutical opioids,388,Tablet,,,
Latvia,2013,Pharmaceutical opioids,17,Tablet,,,
Latvia,2012,Pharmaceutical opioids,31,Tablet,,,
Latvia,2012,Pharmaceutical opioids,24,Tablet,,,
Latvia,2012,Pharmaceutical opioids,81,Tablet,,,
Latvia,2011,Pharmaceutical opioids,160,Tablet,,,
Luxembourg,2012,Pharmaceutical opioids,905,Tablet,,,
Luxembourg,2011,Pharmaceutical opioids,905,Tablet,,,
Netherlands,2012,Pharmaceutical opioids,"3,800",Tablet,,,
Norway,2015,Pharmaceutical opioids,"2,436",Tablet,,,
Norway,2015,Pharmaceutical opioids,"1,806",Tablet,,,
Norway,2014,Pharmaceutical opioids,"1,184",Tablet,,,
Norway,2014,Pharmaceutical opioids,"2,306",Tablet,,,
Norway,2013,Pharmaceutical opioids,"4,202",Tablet,,,
Norway,2013,Pharmaceutical opioids,"2,889",Tablet,,,
Norway,2011,Pharmaceutical opioids,"15,956",Tablet,,,
Poland,2014,Pharmaceutical opioids,10,Tablet,,,
Poland,2014,Pharmaceutical opioids,180,Tablet,,,
Poland,2014,Pharmaceutical opioids,170,Tablet,,,
Portugal,2015,Pharmaceutical opioids,55,Tablet,,,
Portugal,2015,Pharmaceutical opioids,8,Tablet,,,
Portugal,2014,Pharmaceutical opioids,44,Tablet,,,
Portugal,2014,Pharmaceutical opioids,6,Tablet,,,
Portugal,2013,Pharmaceutical opioids,106,Tablet,,,
Portugal,2013,Pharmaceutical opioids,110,Tablet,,,
Sweden,2015,Pharmaceutical opioids,"8,134",Tablet,,,
Sweden,2015,Pharmaceutical opioids,"530,660",Tablet,,,
Sweden,2014,Pharmaceutical opioids,"281,267",Tablet,,,
Sweden,2013,Pharmaceutical opioids,"224,905",Tablet,,,
United Kingdom,2015,Pharmaceutical opioids,"5,993",Tablet,,,
United Kingdom,2015,Pharmaceutical opioids,"47,469",Tablet,,,
United Kingdom,2014,Pharmaceutical opioids,"7,889",Tablet,,,
United Kingdom,2014,Pharmaceutical opioids,"59,647",Tablet,,,
Australia,2013,Pharmaceutical opioids,183,Tablet,,,
Australia,2012,Pharmaceutical opioids,426,Tablet,,,
Australia,2012,Pharmaceutical opioids,102,Tablet,,,
Australia,2011,Pharmaceutical opioids,190,Tablet,,,
New Zealand,2015,Pharmaceutical opioids,"1,744.33",Tablet,,,
New Zealand,2015,Pharmaceutical opioids,245,Tablet,,,
New Zealand,2015,Pharmaceutical opioids,758,Tablet,,,
New Zealand,2014,Pharmaceutical opioids,"1,141",Tablet,,,
New Zealand,2013,Pharmaceutical opioids,"1,305.50",Tablet,,,
