Country,2011,2012,2013,2014,2015,Definition,Interpretation,Link
"China, Hong Kong Special Administrative Region",104.51,103.24,92.45,,,,,
"China, Macao Special Administrative Region*",316.09,314.47,299.27,308.52,275.69,,,
Japan,20.38,22.07,21.94,21.02,,,,
Mongolia,211.59,233.09,264.55,279.46,272.51,,,
Republic of Korea*,631.85,125.5,112.11,100.41,,,,
Brunei Darussalam,,,,,,,,
Indonesia*,14.62,12.46,13.99,14.53,5.65,,,
Malaysia,,,,,,,,
Myanmar,4.27,4.4,4.73,10.26,9.02,,,
Singapore,7.82,8.53,8.81,9.32,8.44,,,
Thailand*,19.91,20.33,18.52,18.72,20.13,,,
Bangladesh,,,,,,,,
Bhutan,5.05,6.05,1.72,,,,,
India,24.28,26.3,26.16,,,,,
Maldives,368.85,366.57,367.12,,,,,
Nepal,,,,,,,,
Sri Lanka,327.21,323.85,316.42,,,,,
Armenia,5.42,5.27,5.88,6.59,5.4,,,
Azerbaijan,1.66,1.41,1.39,1.66,,,,
Bahrain,,,,,,,,
Cyprus,14.69,13.11,11.56,11.62,12.1,,,
Georgia,,,,5.65,,,,
Iraq (Central Iraq),104.42,117.38,96.15,83.23,,,,
Israel,569.44,,,,,,,
Jordan,,,,,,,,
Kuwait,,,,,,,,
Lebanon,195.05,175.82,155.51,151.71,132.79,,,
Oman,,,,,,,,
Qatar,,,,,,,,
Saudi Arabia,,,,,1.39,,,
State of Palestine*,8.13,8.07,,,,,,
Syrian Arab Republic,,,,,,,,
Turkey,324.27,350.48,,,,,,
United Arab Emirates,,4.22,3.44,3.48,3.49,,,
Yemen,,,,,,,,
Belarus,10.57,9.56,8.97,8.74,,,,
Bulgaria,33.47,33,34.06,35.17,35.25,,,
Czechia,184.25,174.09,177.23,160.77,148.62,,,
Hungary,142.28,140.31,134.79,136.26,,,,
Poland,27.73,25.18,22.19,18.46,14.3,,,
Republic of Moldova*,8.83,7.98,7.95,7.86,,,,
Romania*,61.15,86.33,88.77,11.6,1.53,,,
Russian Federation,20.7,20.27,19.01,18.06,16.6,,,
Slovakia,41.15,40.31,37.22,36.09,35.01,,,
Ukraine,,,,,,,,
Denmark,30.41,170.63,26.72,27.15,25.75,,,
Estonia,7.83,7.48,7.5,5.85,7.47,,,
Finland*,54.73,34.55,32.84,30.02,28.4,,,
Iceland,18.69,22.88,28.27,30.86,25.8,,,
Ireland,316.14,290.63,270.68,289.29,317.4,,,
Latvia*,56.26,65.04,22.77,28.6,27.1,,,
Lithuania,6.71,5.9,7.12,6.99,7.43,,,
Norway*,57.27,55.42,50.48,46.17,,,,
Sweden,60.07,55.93,48.41,47.1,47.36,,,
United Kingdom (England and Wales),599.72,549.7,564.61,649.26,,,,
United Kingdom (Northern Ireland),79.7,70.08,59.74,63.68,,,,
United Kingdom (Scotland)*,88.55,68.56,61.34,59.2,,,,
Albania,5.86,5.42,5.65,4.57,5.83,,,
Andorra,174.91,205.51,118.57,168.99,188.72,,,
Bosnia and Herzegovina*,17.01,16.14,15.09,15.51,26.03,,,
Croatia,20.29,21.06,19.27,18,18.96,,,
Greece*,12.78,15.23,14.56,13.26,14.82,,,
Holy See,-,-,-,-,-,,,
Italy,114.78,116.39,110.95,110.69,107.1,,,
Kosovo under UNSCR 1244,203.76,205.9,35.13,48.69,,,,
Malta*,43.71,41.87,52.31,38.3,43.71,,,
Montenegro*,25.84,26.93,27.7,20.63,22.37,,,
Portugal,7.69,6.67,4.86,5.21,4.53,,,
Serbia,14.51,14.73,14.39,12.9,12.9,,,
Slovenia,95.87,98.5,89.55,80.2,74.49,,,
Spain*,39.16,37.21,35.95,36.26,63,,,
The former Yugoslav Republic of Macedonia,11.57,10.2,10.42,10.36,,,,
Austria,46.26,47.66,44,42.74,40.51,,,
Belgium,715.83,652.66,625.35,625.65,599.95,,,
France*,365.6,364.58,365.43,371.04,379.13,,,
Germany*,172.95,169.09,158.71,155.93,157.88,,,
Liechtenstein,213.48,187.55,278.08,321.84,327.73,,,
Luxembourg,527.71,562.28,553.88,572.61,,,,
Monaco,,,,,,,,
Netherlands*,356.05,342.1,314.41,298.49,281.8,,,
Switzerland*,6.14,7.44,7,7.42,7.42,,,
Australia,293.24,278.07,279.61,280.87,279.86,,,
New Zealand,245.34,229.15,200.46,220.22,,,,
Solomon Islands,,,,,,,,
